Customer_Name,Customer_Since_Date,ARR,Contract_Duration,Renewal_Date,Prediction_Point,Employee_Count,Annual_Revenue,Industry,State,City,Zip_Code,Latitude,Longitude,Products_Purchased,Churn,Customer_Succes_Manager,"CSAT (270 days count)","CSAT[Customer_Review] (270 days tokens)","CSAT[Customer_Review] (latest)","CSAT[Net_Promoter_Score] (270 days avg)","CSAT[Net_Promoter_Score] (270 days missing count)","CSAT[Net_Promoter_Score] (latest)","Customers (5 years count)","Customers[ARR] (5 years avg)","Customers[ARR] (5 years missing count)","Customers[Contract_Duration] (5 years avg)","Customers[Contract_Duration] (5 years counts)","Customers[Contract_Duration] (5 years most frequent)","Customers[Contract_Duration] (5 years unique count)","Customers[Customer_Succes_Manager] (5 years counts)","Customers[Customer_Succes_Manager] (5 years most frequent)","Customers[Customer_Succes_Manager] (5 years unique count)","Customers[Products_Purchased] (5 years count of business_essentials)","Customers[Products_Purchased] (5 years count of enterprise)","Customers[Products_Purchased] (5 years count of starter_pack)","Customers[Products_Purchased] (5 years most frequent)","Customers[Products_Purchased] (5 years unique count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (1 month missing count)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days avg)","Prediction_Point (days from Product_Usage[Activity_Timestamp]) (180 days missing count)","Product_Usage (1 month count)","Product_Usage (180 days count)","Product_Usage (days since previous event by Customer_Name) (1 month avg)","Product_Usage (days since previous event by Customer_Name) (1 month missing count)","Product_Usage (days since previous event by Customer_Name) (180 days avg)","Product_Usage (days since previous event by Customer_Name) (180 days missing count)","Product_Usage[Activity_Type] (1 month counts)","Product_Usage[Activity_Type] (1 month most frequent)","Product_Usage[Activity_Type] (1 month unique count)","Product_Usage[Activity_Type] (180 days counts)","Product_Usage[Activity_Type] (180 days most frequent)","Product_Usage[Activity_Type] (180 days unique count)","Product_Usage[UserID] (1 month counts)","Product_Usage[UserID] (1 month most frequent)","Product_Usage[UserID] (1 month unique count)","Product_Usage[UserID] (180 days counts)","Product_Usage[UserID] (180 days most frequent)","Product_Usage[UserID] (180 days unique count)"
"Electronics Pacific Source",2011-10-01,163699,24,2013-10-01,2013-04-01,161947,15899358451,telecom,NM,Carrizozo,88301,33.6451866,-105.8775111,starter_pack,1,"Hillary Cuellar",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,7.405556,0,78.2908,0,1,4,,1,52.41366,1,"{""sign in"" : 1.0}","sign in",1.0,"{""invite team member"" : 2.0, ""sign in"" : 1.0, ""share report"" : 1.0}","invite team member",3.0,"{""ID_27160"" : 1.0}",ID_27160,1.0,"{""ID_39744"" : 2.0, ""ID_38623"" : 1.0, ""ID_27160"" : 1.0}",ID_39744,3.0
"Electronics People Omega",2021-10-01,45334,12,2022-10-01,2022-04-01,159215,18863212457,telecom,ND,Flaxton,58737,48.8986389,,starter_pack,1,"Gilda Stevens",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,127.481,0,0,9,,,12.59123,1,,,0.0,"{""upload data"" : 2.0, ""sign in"" : 1.0, ""download report"" : 1.0, ""create report"" : 3.0, ""share report"" : 1.0, ""download data"" : 1.0}","create report",6.0,,,0.0,"{""ID_13778"" : 2.0, ""ID_16103"" : 1.0, ""ID_10362"" : 1.0, ""ID_39658"" : 1.0, ""ID_18999"" : 2.0, ""ID_30637"" : 1.0, ""ID_29055"" : 1.0}",ID_13778,7.0
"Electronics Power Systems",2020-09-01,213037,12,2021-09-01,2021-03-01,226566,28395472239,"financial services",OH,Watertown,45787,39.4659069,,starter_pack,1,"Isaac Sonnier",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,13.97951,0,88.28144,0,2,15,12.77292,1,11.26037,1,"{""share report"" : 1.0, ""build a chart"" : 1.0}","build a chart",2.0,"{""build a chart"" : 3.0, ""launch a job"" : 1.0, ""sign in"" : 3.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""invite team member"" : 2.0, ""share report"" : 2.0, ""download data"" : 1.0}","build a chart",8.0,"{""ID_36045"" : 1.0, ""ID_17430"" : 1.0}",ID_17430,2.0,"{""ID_19932"" : 1.0, ""ID_17430"" : 4.0, ""ID_12406"" : 1.0, ""ID_32522"" : 1.0, ""ID_11019"" : 2.0, ""ID_24495"" : 1.0, ""ID_12964"" : 1.0, ""ID_32685"" : 1.0, ""ID_10510"" : 2.0, ""ID_36045"" : 1.0}",ID_17430,10.0
"Electronics Research Consulting",2014-05-01,85919,12,2015-05-01,2014-11-01,49473,5047780011,banking,MI,Westphalia,48894,42.9294782,-84.798605,enterprise,1,"Isaac Sonnier",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,18.35992,0,72.24776,0,7,27,3.719097,1,6.556544,1,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0, ""download report"" : 2.0, ""share report"" : 2.0}","download report",5.0,"{""build a chart"" : 4.0, ""upload data"" : 3.0, ""launch a job"" : 1.0, ""sign in"" : 4.0, ""run analysis"" : 2.0, ""download report"" : 6.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 3.0, ""download data"" : 1.0}","download report",10.0,"{""ID_35344"" : 1.0, ""ID_25109"" : 1.0, ""ID_30723"" : 1.0, ""ID_12154"" : 1.0, ""ID_13299"" : 1.0, ""ID_19573"" : 1.0, ""ID_30488"" : 1.0}",ID_12154,7.0,"{""ID_35344"" : 3.0, ""ID_24409"" : 1.0, ""ID_25109"" : 2.0, ""ID_23204"" : 4.0, ""ID_29214"" : 2.0, ""ID_30723"" : 2.0, ""ID_33380"" : 1.0, ""ID_33815"" : 1.0, ""ID_12154"" : 1.0, ""ID_13299"" : 2.0, ""ID_19573"" : 2.0, ""ID_30488"" : 3.0, ""ID_30604"" : 2.0, ""ID_22414"" : 1.0}",ID_23204,14.0
"Electronics Signal Adventure",2019-07-01,258788,12,2020-07-01,2020-01-01,47246,4201402852,energy,GA,Savannah,31401,32.080653350000006,-81.08773763132558,starter_pack,1,"Chastity Sorenson",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,8.2875,0,86.90935,0,3,24,6.746875,1,7.631371,1,"{""create report"" : 1.0, ""invite team member"" : 1.0, ""launch a job"" : 1.0}","create report",3.0,"{""upload data"" : 1.0, ""launch a job"" : 4.0, ""sign in"" : 1.0, ""run analysis"" : 8.0, ""download report"" : 3.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 3.0, ""download data"" : 2.0}","run analysis",9.0,"{""ID_20608"" : 1.0, ""ID_29264"" : 1.0, ""ID_16512"" : 1.0}",ID_16512,3.0,"{""ID_11058"" : 3.0, ""ID_21195"" : 4.0, ""ID_32623"" : 1.0, ""ID_12596"" : 2.0, ""ID_17507"" : 2.0, ""ID_33333"" : 1.0, ""ID_29264"" : 1.0, ""ID_20608"" : 2.0, ""ID_28935"" : 3.0, ""ID_16512"" : 2.0, ""ID_32176"" : 2.0, ""ID_24194"" : 1.0}",ID_21195,12.0
"Electronics Solutions Net",2015-12-01,166193,36,2018-12-01,2018-06-01,189690,19759970760,retail,OK,Oktaha,74450,35.57604295,-95.47727735,enterprise,0,"Gale Newton",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,19.04722,0,104.645,0,1,18,,1,9.158047,1,"{""run analysis"" : 1.0}","run analysis",1.0,"{""build a chart"" : 3.0, ""launch a job"" : 4.0, ""sign in"" : 2.0, ""run analysis"" : 4.0, ""download report"" : 1.0, ""create report"" : 1.0, ""share report"" : 2.0, ""download data"" : 1.0}","launch a job",8.0,"{""ID_33105"" : 1.0}",ID_33105,1.0,"{""ID_11112"" : 2.0, ""ID_33105"" : 2.0, ""ID_39055"" : 1.0, ""ID_30486"" : 2.0, ""ID_29552"" : 2.0, ""ID_36304"" : 1.0, ""ID_14849"" : 1.0, ""ID_37745"" : 1.0, ""ID_28612"" : 1.0, ""ID_37946"" : 1.0, ""ID_22440"" : 1.0, ""ID_15671"" : 2.0, ""ID_25787"" : 1.0}",ID_11112,13.0
"Electronics Solutions Net",2015-12-01,279095,12,2019-12-01,2019-06-01,189690,19759970760,retail,OK,Oktaha,74450,35.57604295,-95.47727735,business_essentials,0,"Mamie Carlos",1,"{""noise"" : 1.0, ""make"" : 1.0, ""much"" : 1.0}","Make much noise",6.0,0,6,1,166193.0,0,36.0,"{""36"" : 1.0}",36,1.0,"{""Gale Newton"" : 1.0}","Gale Newton",1.0,0.0,1.0,0.0,enterprise,1.0,18.76806,0,109.4794,0,4,21,7.590046,1,8.74941,1,"{""download data"" : 1.0, ""run analysis"" : 1.0, ""create report"" : 1.0, ""share report"" : 1.0}","create report",4.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 5.0, ""download report"" : 4.0, ""create report"" : 3.0, ""invite team member"" : 1.0, ""share report"" : 1.0, ""download data"" : 1.0}","run analysis",10.0,"{""ID_39055"" : 1.0, ""ID_14849"" : 1.0, ""ID_33105"" : 1.0, ""ID_37946"" : 1.0}",ID_14849,4.0,"{""ID_11112"" : 1.0, ""ID_33105"" : 2.0, ""ID_39055"" : 5.0, ""ID_29552"" : 2.0, ""ID_36304"" : 3.0, ""ID_14849"" : 1.0, ""ID_28612"" : 3.0, ""ID_27492"" : 1.0, ""ID_37946"" : 1.0, ""ID_15671"" : 2.0}",ID_39055,10.0
"Electronics Solutions Net",2015-12-01,214889,24,2021-12-01,2021-06-01,189690,19759970760,retail,OK,Oktaha,74450,35.57604295,-95.47727735,business_essentials,0,"Alonso Houle",0,,"Great mobile !!",,,10,2,222644.0,0,24.0,"{""12"" : 1.0, ""36"" : 1.0}",12,2.0,"{""Mamie Carlos"" : 1.0, ""Gale Newton"" : 1.0}","Gale Newton",2.0,1.0,1.0,0.0,business_essentials,2.0,30.05486,0,102.9381,0,1,10,,1,16.03457,1,"{""build a chart"" : 1.0}","build a chart",1.0,"{""build a chart"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0, ""download report"" : 2.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 1.0, ""download data"" : 2.0}","download data",8.0,"{""ID_25787"" : 1.0}",ID_25787,1.0,"{""ID_11112"" : 1.0, ""ID_36304"" : 3.0, ""ID_37745"" : 2.0, ""ID_27492"" : 1.0, ""ID_37946"" : 1.0, ""ID_15671"" : 1.0, ""ID_25787"" : 1.0}",ID_36304,7.0
"Electronics Solutions Net",2015-12-01,95578,12,2022-12-01,2022-06-01,189690,19759970760,retail,OK,Oktaha,74450,35.57604295,-95.47727735,starter_pack,0,"Isaac Sonnier",1,"{""product"" : 1.0, ""superb"" : 1.0, ""it"" : 1.0, ""loved"" : 1.0}","Superb product loved it",10.0,0,10,3,220059.0,0,24.0,"{""36"" : 1.0, ""24"" : 1.0, ""12"" : 1.0}",12,3.0,"{""Gale Newton"" : 1.0, ""Alonso Houle"" : 1.0, ""Mamie Carlos"" : 1.0}","Alonso Houle",3.0,2.0,1.0,0.0,business_essentials,2.0,18.65903,0,76.99877,0,2,9,1.668056,1,18.68976,1,"{""create report"" : 2.0}","create report",1.0,"{""create report"" : 5.0, ""launch a job"" : 2.0, ""build a chart"" : 2.0}","create report",3.0,"{""ID_14849"" : 1.0, ""ID_36304"" : 1.0}",ID_14849,2.0,"{""ID_30486"" : 2.0, ""ID_29552"" : 1.0, ""ID_36304"" : 1.0, ""ID_14849"" : 2.0, ""ID_37745"" : 1.0, ""ID_28612"" : 1.0, ""ID_22440"" : 1.0}",ID_14849,7.0
"Electronics Source Telecom",2012-02-01,197264,24,2014-02-01,2013-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,enterprise,0,"Kira Sharpe",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,16.99132,0,98.12427,0,2,21,0.6548611,1,8.151597,1,"{""share report"" : 1.0, ""upload data"" : 1.0}","share report",2.0,"{""build a chart"" : 4.0, ""upload data"" : 1.0, ""launch a job"" : 3.0, ""sign in"" : 3.0, ""run analysis"" : 1.0, ""download report"" : 1.0, ""create report"" : 2.0, ""invite team member"" : 1.0, ""share report"" : 4.0, ""download data"" : 1.0}","build a chart",10.0,"{""ID_30147"" : 2.0}",ID_30147,1.0,"{""ID_30147"" : 2.0, ""ID_27124"" : 2.0, ""ID_39678"" : 2.0, ""ID_27001"" : 2.0, ""ID_34475"" : 2.0, ""ID_26394"" : 1.0, ""ID_24226"" : 1.0, ""ID_18259"" : 2.0, ""ID_24078"" : 3.0, ""ID_34654"" : 2.0, ""ID_27939"" : 2.0}",ID_24078,11.0
"Electronics Source Telecom",2012-02-01,251840,24,2016-02-01,2015-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,business_essentials,0,"Rosa Groves",0,,Good,,,9,1,197264.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Kira Sharpe"" : 1.0}","Kira Sharpe",1.0,0.0,1.0,0.0,enterprise,1.0,24.61319,0,82.01487,0,3,17,6.043403,1,9.967622,1,"{""invite team member"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 1.0}","download report",3.0,"{""build a chart"" : 2.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 1.0, ""download report"" : 4.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 1.0, ""download data"" : 1.0}","download report",9.0,"{""ID_24226"" : 1.0, ""ID_26394"" : 1.0, ""ID_39678"" : 1.0}",ID_24226,3.0,"{""ID_30147"" : 2.0, ""ID_27124"" : 1.0, ""ID_39678"" : 1.0, ""ID_27001"" : 4.0, ""ID_34475"" : 1.0, ""ID_26394"" : 1.0, ""ID_24226"" : 3.0, ""ID_24078"" : 1.0, ""ID_34654"" : 2.0, ""ID_27939"" : 1.0}",ID_27001,10.0
"Electronics Source Telecom",2012-02-01,166245,12,2017-02-01,2016-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,enterprise,0,"Nicolas Buxton",1,"{""money"" : 1.0, ""for"" : 1.0, ""value"" : 1.0}","Value for money",9.0,0,9,2,224552.0,0,24.0,"{""24"" : 2.0}",24,1.0,"{""Rosa Groves"" : 1.0, ""Kira Sharpe"" : 1.0}","Kira Sharpe",2.0,1.0,1.0,0.0,business_essentials,2.0,14.4956,0,86.39161,0,3,12,7.909028,1,14.80385,1,"{""sign in"" : 2.0, ""invite team member"" : 1.0}","sign in",2.0,"{""build a chart"" : 1.0, ""launch a job"" : 2.0, ""sign in"" : 2.0, ""run analysis"" : 1.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 2.0}","create report",7.0,"{""ID_39678"" : 1.0, ""ID_26394"" : 1.0, ""ID_18259"" : 1.0}",ID_18259,3.0,"{""ID_30147"" : 1.0, ""ID_27124"" : 2.0, ""ID_39678"" : 1.0, ""ID_34475"" : 1.0, ""ID_26394"" : 1.0, ""ID_18259"" : 2.0, ""ID_24078"" : 1.0, ""ID_34654"" : 2.0, ""ID_27939"" : 1.0}",ID_18259,9.0
"Electronics Source Telecom",2012-02-01,177116,12,2018-02-01,2017-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,business_essentials,0,"Simone Rutter",1,"{""products"" : 1.0, ""nice"" : 1.0}","Nice products",1.0,0,1,3,205116.3,0,20.0,"{""24"" : 2.0, ""12"" : 1.0}",24,2.0,"{""Rosa Groves"" : 1.0, ""Kira Sharpe"" : 1.0, ""Nicolas Buxton"" : 1.0}","Kira Sharpe",3.0,1.0,2.0,0.0,enterprise,2.0,11.59757,0,95.17746,0,2,13,22.52708,1,14.45654,1,"{""sign in"" : 1.0, ""launch a job"" : 1.0}","launch a job",2.0,"{""build a chart"" : 1.0, ""upload data"" : 3.0, ""launch a job"" : 4.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 1.0, ""invite team member"" : 1.0, ""download data"" : 1.0}","launch a job",8.0,"{""ID_27124"" : 1.0, ""ID_27939"" : 1.0}",ID_27124,2.0,"{""ID_27124"" : 3.0, ""ID_39678"" : 2.0, ""ID_27001"" : 1.0, ""ID_34475"" : 2.0, ""ID_26394"" : 3.0, ""ID_24078"" : 1.0, ""ID_27939"" : 1.0}",ID_26394,7.0
"Electronics Source Telecom",2012-02-01,153842,24,2020-02-01,2019-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,business_essentials,0,"Kira Sharpe",0,,"There is no such thing as compassion in you. There is a lockdown in the country right now. We can't even set foot outside the house. You people are fined Rs. 500 per week. Shame on the customers.",,,6,3,198400.3,0,16.0,"{""12"" : 2.0, ""24"" : 1.0}",12,2.0,"{""Simone Rutter"" : 1.0, ""Rosa Groves"" : 1.0, ""Nicolas Buxton"" : 1.0}","Nicolas Buxton",3.0,2.0,1.0,0.0,business_essentials,2.0,21.62731,0,98.48884,0,3,13,5.260069,1,12.26076,1,"{""download report"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0}","download report",3.0,"{""build a chart"" : 2.0, ""upload data"" : 2.0, ""launch a job"" : 2.0, ""sign in"" : 1.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""create report"" : 2.0, ""invite team member"" : 1.0}","build a chart",8.0,"{""ID_30147"" : 1.0, ""ID_27124"" : 1.0, ""ID_26394"" : 1.0}",ID_26394,3.0,"{""ID_30147"" : 1.0, ""ID_27124"" : 4.0, ""ID_34475"" : 1.0, ""ID_26394"" : 1.0, ""ID_18259"" : 1.0, ""ID_24078"" : 3.0, ""ID_27939"" : 2.0}",ID_27124,7.0
"Electronics Source Telecom",2012-02-01,171650,12,2021-02-01,2020-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,business_essentials,0,"Rosa Groves",1,"{""for"" : 1.0, ""review"" : 1.0, ""this"" : 1.0, ""is"" : 1.0, ""evo"" : 1.0, ""good"" : 2.0, ""cardinitial"" : 1.0, ""sd"" : 2.0, ""time"" : 1.0, ""64gb"" : 1.0, ""purchase"" : 1.0, ""card"" : 1.0, ""very"" : 1.0, ""samsung"" : 1.0}","This time Good purchase sd cardInitial review is very Good for samsung evo 64GB sd card",9.0,0,9,4,187260.8,0,18.0,"{""12"" : 2.0, ""24"" : 2.0}",12,2.0,"{""Nicolas Buxton"" : 1.0, ""Rosa Groves"" : 1.0, ""Simone Rutter"" : 1.0, ""Kira Sharpe"" : 1.0}","Kira Sharpe",4.0,3.0,1.0,0.0,business_essentials,2.0,28.16319,0,68.99583,0,1,9,,1,17.94288,1,"{""run analysis"" : 1.0}","run analysis",1.0,"{""upload data"" : 1.0, ""launch a job"" : 2.0, ""run analysis"" : 2.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 1.0, ""share report"" : 1.0}","launch a job",7.0,"{""ID_34654"" : 1.0}",ID_34654,1.0,"{""ID_30147"" : 2.0, ""ID_39678"" : 1.0, ""ID_27001"" : 1.0, ""ID_26394"" : 2.0, ""ID_18259"" : 1.0, ""ID_34654"" : 1.0, ""ID_27939"" : 1.0}",ID_26394,7.0
"Electronics Source Telecom",2012-02-01,366731,12,2022-02-01,2021-08-01,189596,20163659204,retail,NC,Greenville,27834,35.613224,-77.3724593,enterprise,0,"Chastity Sorenson",1,"{""best"" : 1.0, ""kart"" : 1.0, ""freeze"" : 1.0, ""to"" : 1.0, ""on"" : 1.0, ""flip"" : 1.0, ""time"" : 1.0, ""delivery"" : 1.0, ""thank"" : 1.0}","Thank to flip kart delivery on time best freeze",10.0,0,10,4,167213.3,0,15.0,"{""12"" : 3.0, ""24"" : 1.0}",12,2.0,"{""Nicolas Buxton"" : 1.0, ""Simone Rutter"" : 1.0, ""Rosa Groves"" : 1.0, ""Kira Sharpe"" : 1.0}","Kira Sharpe",4.0,3.0,1.0,0.0,business_essentials,2.0,6.471875,0,85.97808,0,2,7,12.35903,1,23.05926,1,"{""build a chart"" : 1.0, ""share report"" : 1.0}","build a chart",2.0,"{""build a chart"" : 1.0, ""run analysis"" : 1.0, ""create report"" : 2.0, ""invite team member"" : 2.0, ""share report"" : 1.0}","create report",5.0,"{""ID_26394"" : 1.0, ""ID_30147"" : 1.0}",ID_26394,2.0,"{""ID_27001"" : 3.0, ""ID_30147"" : 2.0, ""ID_26394"" : 1.0, ""ID_24078"" : 1.0}",ID_27001,4.0
"Electronics Speed Industries",2020-08-01,106233,24,2022-08-01,2022-02-01,160509,12925165998,insurance,NM,"La Loma",87724,35.6194771,,starter_pack,1,"Jonnie Prado",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,,99.45185,0,0,3,,,50.82465,1,,,0.0,"{""download data"" : 1.0, ""upload data"" : 1.0, ""launch a job"" : 1.0}","download data",3.0,,,0.0,"{""ID_37039"" : 2.0, ""ID_37698"" : 1.0}",ID_37039,2.0
"Electronics Star",2018-03-01,105570,24,2020-03-01,2019-09-01,25487,2441424831,retail,LA,Gheens,70355,29.6793793,-90.4625836,starter_pack,0,"Nicolas Buxton",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,4.49838,0,92.63786,0,3,23,2.394792,1,6.828188,1,"{""share report"" : 2.0, ""upload data"" : 1.0}","share report",2.0,"{""upload data"" : 4.0, ""launch a job"" : 4.0, ""sign in"" : 2.0, ""run analysis"" : 1.0, ""download report"" : 2.0, ""create report"" : 3.0, ""invite team member"" : 1.0, ""share report"" : 5.0, ""download data"" : 1.0}","share report",9.0,"{""ID_21763"" : 1.0, ""ID_38511"" : 1.0, ""ID_14134"" : 1.0}",ID_14134,3.0,"{""ID_11415"" : 2.0, ""ID_18422"" : 1.0, ""ID_10453"" : 2.0, ""ID_38511"" : 4.0, ""ID_11031"" : 1.0, ""ID_21267"" : 2.0, ""ID_33600"" : 1.0, ""ID_34978"" : 1.0, ""ID_14481"" : 1.0, ""ID_25592"" : 1.0, ""ID_14134"" : 2.0, ""ID_21763"" : 1.0, ""ID_24885"" : 1.0, ""ID_33694"" : 2.0, ""ID_10580"" : 1.0}",ID_38511,15.0
"Electronics Star",2018-03-01,83444,36,2023-03-01,2022-09-01,25487,2441424831,retail,LA,Gheens,70355,29.6793793,-90.4625836,starter_pack,0,"Eusebio Lutz",0,,Good,,,8,1,105570.0,0,24.0,"{""24"" : 1.0}",24,1.0,"{""Nicolas Buxton"" : 1.0}","Nicolas Buxton",1.0,0.0,0.0,1.0,starter_pack,1.0,8.498611,0,101.8848,0,2,20,12.13056,1,9.294298,1,"{""invite team member"" : 1.0, ""share report"" : 1.0}","invite team member",2.0,"{""upload data"" : 2.0, ""launch a job"" : 3.0, ""sign in"" : 3.0, ""run analysis"" : 1.0, ""download report"" : 1.0, ""create report"" : 6.0, ""invite team member"" : 1.0, ""share report"" : 2.0, ""download data"" : 1.0}","create report",9.0,"{""ID_18422"" : 1.0, ""ID_34978"" : 1.0}",ID_18422,2.0,"{""ID_11415"" : 2.0, ""ID_18422"" : 3.0, ""ID_10453"" : 2.0, ""ID_38511"" : 4.0, ""ID_11031"" : 1.0, ""ID_34978"" : 3.0, ""ID_25592"" : 1.0, ""ID_21763"" : 1.0, ""ID_31893"" : 2.0, ""ID_36228"" : 1.0}",ID_38511,10.0
"Electronics Star Design",2012-08-01,237073,12,2013-08-01,2013-02-01,154968,19250312609,healthcare,CO,Silt,81652,34.9996976,-117.749507,starter_pack,0,"Chastity Sorenson",0,,,,,,0,,,,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,12.12309,0,92.08131,0,4,25,9.314815,1,7.393837,1,"{""run analysis"" : 1.0, ""upload data"" : 1.0, ""invite team member"" : 1.0, ""sign in"" : 1.0}","invite team member",4.0,"{""build a chart"" : 2.0, ""upload data"" : 5.0, ""launch a job"" : 3.0, ""sign in"" : 1.0, ""run analysis"" : 4.0, ""download report"" : 1.0, ""create report"" : 1.0, ""invite team member"" : 5.0, ""share report"" : 2.0, ""download data"" : 1.0}","invite team member",10.0,"{""ID_39835"" : 1.0, ""ID_18103"" : 1.0, ""ID_33765"" : 1.0, ""ID_36125"" : 1.0}",ID_18103,4.0,"{""ID_22141"" : 1.0, ""ID_34526"" : 2.0, ""ID_27476"" : 2.0, ""ID_33765"" : 1.0, ""ID_14473"" : 1.0, ""ID_12128"" : 2.0, ""ID_36125"" : 1.0, ""ID_15211"" : 2.0, ""ID_26913"" : 1.0, ""ID_10430"" : 1.0, ""ID_39835"" : 3.0, ""ID_18103"" : 2.0, ""ID_32277"" : 1.0, ""ID_33744"" : 3.0, ""ID_21525"" : 2.0}",ID_33744,15.0
"Electronics Star Design",2012-08-01,298185,24,2015-08-01,2015-02-01,154968,19250312609,healthcare,CO,Silt,81652,34.9996976,-117.749507,starter_pack,0,"Stevie Prieto",0,,"Built quality is very poor according to Price",,,6,1,237073.0,0,12.0,"{""12"" : 1.0}",12,1.0,"{""Chastity Sorenson"" : 1.0}","Chastity Sorenson",1.0,0.0,0.0,1.0,starter_pack,1.0,21.56289,0,78.36947,0,9,30,3.071094,1,5.8466,1,"{""upload data"" : 2.0, ""sign in"" : 2.0, ""download report"" : 1.0, ""create report"" : 1.0, ""share report"" : 3.0}","share report",5.0,"{""build a chart"" : 2.0, ""upload data"" : 4.0, ""launch a job"" : 3.0, ""sign in"" : 3.0, ""download report"" : 6.0, ""create report"" : 3.0, ""invite team member"" : 3.0, ""share report"" : 5.0, ""download data"" : 1.0}","download report",9.0,"{""ID_22141"" : 1.0, ""ID_27476"" : 2.0, ""ID_12128"" : 1.0, ""ID_36125"" : 1.0, ""ID_15211"" : 1.0, ""ID_17977"" : 1.0, ""ID_18103"" : 1.0, ""ID_32277"" : 1.0}",ID_27476,8.0,"{""ID_22141"" : 1.0, ""ID_12856"" : 1.0, ""ID_34526"" : 1.0, ""ID_27476"" : 3.0, ""ID_14473"" : 2.0, ""ID_12128"" : 4.0, ""ID_36125"" : 1.0, ""ID_15211"" : 2.0, ""ID_26913"" : 1.0, ""ID_17977"" : 1.0, ""ID_10430"" : 1.0, ""ID_39835"" : 1.0, ""ID_18103"" : 4.0, ""ID_32277"" : 3.0, ""ID_33744"" : 2.0, ""ID_21525"" : 1.0, ""ID_18285"" : 1.0}",ID_12128,17.0
